"","price","speed","hd","ram","screen","cd","multi","premium","trend"
"1104",1895,66,"107","2","14","no","no","yes",8
"1105",2299,66,"245","8","14","no","no","yes",8
"1106",2344,66,"214","4","14","no","no","yes",8
"1107",2999,66,"320","8","15","yes","yes","yes",8
"1108",2170,33,"340","8","14","yes","no","yes",8
"1109",2190,33,"426","8","15","no","no","yes",8
"1110",2834,66,"426","8","15","no","no","yes",8
"1111",1944,25,"214","4","14","no","no","yes",8
"1112",1894,33,"107","2","14","yes","no","yes",8
"1113",2099,33,"120","4","14","no","no","no",8
"1114",2225,66,"340","8","15","no","no","yes",8
"1115",2299,66,"120","4","14","no","no","no",8
"1116",2095,25,"214","8","14","yes","yes","yes",8
"1117",2644,25,"540","16","14","no","no","yes",8
"1118",3594,33,"452","8","14","yes","no","yes",8
"1119",2995,66,"540","16","14","no","no","yes",8
"1120",2244,33,"214","4","14","no","no","yes",8
"1121",2990,50,"540","16","15","no","no","yes",8
"1122",1939,66,"210","4","15","no","no","yes",8
"1123",4694,66,"1100","16","14","yes","no","yes",8
"1124",2039,66,"170","4","14","yes","yes","yes",8
"1125",1495,33,"107","2","14","no","no","yes",8
"1126",3334,66,"540","16","15","no","no","yes",8
"1127",3794,66,"452","8","14","yes","no","yes",8
"1128",2999,66,"345","16","15","no","no","yes",8
"1129",2094,66,"107","2","14","yes","no","yes",8
"1130",2694,25,"540","16","14","yes","no","yes",8
"1131",1395,25,"170","4","15","no","no","yes",8
"1132",1948,66,"130","4","14","yes","no","yes",8
"1133",3694,50,"452","8","14","yes","no","yes",8
"1134",1567,25,"107","8","14","no","no","yes",8
"1135",2125,66,"250","8","15","no","no","yes",8
"1136",2745,66,"250","8","17","no","no","yes",8
"1137",1944,33,"107","2","14","no","no","yes",8
"1138",1499,33,"130","4","14","no","no","yes",8
"1139",2999,66,"450","8","15","no","no","yes",8
"1140",1594,25,"107","4","14","yes","no","yes",8
"1141",1995,25,"426","8","14","no","no","yes",8
"1142",2095,33,"212","4","17","no","no","yes",8
"1143",2815,50,"340","8","17","no","no","yes",8
"1144",2495,66,"426","8","14","no","no","yes",8
"1145",3999,66,"450","8","17","no","no","yes",8
"1146",2690,33,"540","16","15","no","no","yes",8
"1147",3144,50,"540","16","14","no","no","yes",8
"1148",1449,25,"120","4","14","no","no","no",8
"1149",1994,50,"107","2","14","yes","no","yes",8
"1150",2495,25,"540","16","14","no","no","yes",8
"1151",3670,66,"500","16","14","yes","no","yes",8
"1152",2794,50,"340","4","14","yes","no","yes",8
"1153",1729,66,"170","4","14","no","no","yes",8
"1154",2690,33,"540","16","14","no","no","yes",8
"1155",4095,66,"500","16","17","no","no","yes",8
"1156",2590,25,"540","16","15","no","no","yes",8
"1157",2244,25,"426","8","14","no","no","yes",8
"1158",1799,33,"250","4","14","no","no","yes",8
"1159",2595,33,"340","8","17","no","no","yes",8
"1160",1599,66,"130","4","14","no","no","yes",8
"1161",2390,33,"426","8","14","no","no","yes",8
"1162",2675,66,"340","8","17","no","no","yes",8
"1163",2890,33,"540","16","14","no","no","yes",8
"1164",3090,66,"540","16","15","no","no","yes",8
"1165",1975,66,"250","4","14","no","no","yes",8
"1166",2944,33,"540","16","14","no","no","yes",8
"1167",1990,66,"107","2","14","no","no","yes",8
"1168",1895,33,"250","8","15","no","no","yes",8
"1169",2145,66,"250","4","14","yes","no","yes",8
"1170",2694,33,"340","4","14","yes","no","yes",8
"1171",1844,33,"107","2","14","no","no","yes",8
"1172",2990,50,"540","16","14","no","no","yes",8
"1173",2590,66,"426","8","14","no","no","yes",8
"1174",2015,66,"210","4","14","yes","no","yes",8
"1175",1694,33,"107","2","14","yes","no","yes",8
"1176",2395,33,"212","8","17","no","no","yes",8
"1177",4395,50,"1100","16","14","no","no","yes",8
"1178",3244,66,"540","16","14","no","no","yes",8
"1179",2945,66,"250","8","15","no","no","yes",8
"1180",2199,66,"340","4","14","no","no","yes",8
"1181",1890,50,"107","2","15","no","no","yes",8
"1182",2294,33,"426","8","14","yes","no","yes",8
"1183",1745,33,"210","4","14","yes","no","yes",8
"1184",2395,33,"340","8","17","no","no","yes",8
"1185",2395,66,"107","4","14","no","no","yes",8
"1186",1570,33,"214","4","14","no","no","yes",8
"1187",2699,33,"345","16","15","no","no","yes",8
"1188",1895,33,"212","8","15","no","no","yes",8
"1189",1709,33,"210","4","15","no","no","yes",8
"1190",2194,33,"214","4","14","yes","no","yes",8
"1191",1395,25,"107","4","14","no","no","yes",8
"1192",1639,66,"130","4","14","no","no","yes",8
"1193",2095,33,"426","8","14","no","no","yes",8
"1194",2195,33,"107","4","14","no","no","yes",8
"1195",1790,25,"214","4","14","no","no","yes",8
"1196",3044,33,"540","16","14","no","no","yes",8
"1197",2599,50,"230","4","14","yes","yes","yes",8
"1198",1890,33,"214","4","15","no","no","yes",8
"1199",2490,50,"426","8","15","no","no","yes",8
"1200",1749,33,"230","4","14","no","no","yes",8
"1201",1499,33,"170","4","14","no","no","yes",8
"1202",3899,66,"345","16","17","no","no","yes",8
"1203",2470,50,"340","8","15","yes","no","yes",8
"1204",3948,33,"345","16","17","yes","no","yes",8
"1205",1499,25,"170","4","14","no","no","yes",8
"1206",1894,25,"214","8","14","yes","no","yes",8
"1207",4248,66,"345","16","17","yes","no","yes",8
"1208",3048,33,"345","16","15","yes","no","yes",8
"1209",2044,33,"214","4","14","no","no","yes",8
"1210",3595,66,"500","16","15","no","no","yes",8
"1211",1644,25,"107","2","14","no","no","yes",8
"1212",1865,33,"250","4","14","yes","no","yes",8
"1213",1795,33,"212","8","14","no","no","yes",8
"1214",2095,33,"340","8","15","no","no","yes",8
"1215",2694,66,"426","8","14","yes","no","yes",8
"1216",1899,33,"230","4","14","no","no","yes",8
"1217",2425,33,"545","8","14","no","no","yes",8
"1218",2799,66,"450","8","15","yes","no","yes",8
"1219",1795,33,"214","8","14","no","no","yes",8
"1220",2015,33,"250","8","15","yes","no","yes",8
"1221",2895,50,"540","16","14","no","no","yes",8
"1222",1790,25,"214","4","15","no","no","yes",8
"1223",1694,33,"107","4","14","yes","no","yes",8
"1224",1728,25,"120","4","14","no","no","yes",8
"1225",3609,66,"527","4","15","no","no","no",8
"1226",2490,50,"426","8","14","no","no","yes",8
"1227",2075,33,"250","8","15","no","no","yes",8
"1228",2290,66,"214","4","15","no","no","yes",8
"1229",2799,33,"240","4","14","no","no","no",8
"1230",2465,33,"250","8","17","no","no","yes",8
"1231",1790,33,"107","2","14","no","no","yes",8
"1232",3348,66,"345","16","15","yes","no","yes",8
"1233",1399,33,"130","4","14","no","no","yes",8
"1234",1399,25,"170","4","14","no","no","yes",8
"1235",2044,66,"107","2","14","no","no","yes",8
"1236",3044,50,"540","16","14","no","no","yes",8
"1237",1595,33,"212","4","15","no","no","yes",8
"1238",1395,25,"107","2","14","no","no","yes",8
"1239",2348,33,"245","8","14","yes","no","yes",8
"1240",1845,33,"250","8","15","no","no","yes",8
"1241",2394,33,"107","4","14","yes","no","yes",8
"1242",1995,33,"214","4","14","no","no","yes",8
"1243",1945,33,"340","8","15","no","no","yes",8
"1244",1670,33,"212","4","14","yes","no","yes",8
"1245",1470,25,"170","4","14","yes","no","yes",8
"1246",1970,33,"212","8","14","yes","no","yes",8
"1247",3595,66,"452","8","14","no","no","yes",8
"1248",2244,50,"214","4","14","no","no","yes",8
"1249",1599,25,"170","4","14","no","no","yes",8
"1250",3090,66,"540","16","14","no","no","yes",8
"1251",1749,33,"170","4","14","no","no","yes",8
"1252",2144,33,"214","4","14","no","no","yes",8
"1253",1944,50,"107","2","14","no","no","yes",8
"1254",2359,33,"340","8","17","no","no","yes",8
"1255",1848,33,"130","4","14","yes","no","yes",8
"1256",2190,33,"426","8","14","no","no","yes",8
"1257",3194,66,"540","16","14","yes","no","yes",8
"1258",1695,33,"107","2","14","no","no","yes",8
"1259",2744,66,"426","8","14","no","no","yes",8
"1260",2990,50,"528","16","14","no","no","yes",9
"1261",1895,66,"107","2","14","no","no","yes",9
"1262",2395,50,"426","8","14","no","no","yes",9
"1263",2294,33,"426","8","14","yes","no","yes",9
"1264",2199,66,"340","4","14","no","no","yes",9
"1265",1890,33,"212","4","14","yes","yes","yes",9
"1266",3499,66,"527","4","14","no","no","no",9
"1267",2399,33,"340","8","15","no","no","yes",9
"1268",3348,66,"345","16","15","yes","no","yes",9
"1269",2295,50,"340","8","15","no","no","yes",9
"1270",2099,33,"120","4","14","no","no","no",9
"1271",1944,33,"107","2","14","no","no","yes",9
"1272",2590,25,"528","16","15","no","no","yes",9
"1273",1699,33,"212","4","14","no","no","yes",9
"1274",2644,25,"528","16","14","no","no","yes",9
"1275",1995,33,"214","4","14","no","no","yes",9
"1276",3699,66,"345","16","17","no","no","yes",9
"1277",2295,33,"426","8","14","no","no","yes",9
"1278",1579,25,"120","4","14","no","no","no",9
"1279",1795,33,"214","4","14","no","no","yes",9
"1280",2795,33,"528","16","14","no","no","yes",9
"1281",2090,33,"214","4","15","no","no","yes",9
"1282",1490,25,"107","2","14","no","no","yes",9
"1283",2499,50,"340","8","15","no","no","yes",9
"1284",2599,66,"340","8","15","yes","no","yes",9
"1285",1999,66,"170","4","14","yes","yes","yes",9
"1286",1579,50,"170","4","14","no","no","yes",9
"1287",2594,50,"426","8","14","yes","no","yes",9
"1288",1749,50,"212","4","14","no","no","yes",9
"1289",1499,33,"170","4","14","no","no","yes",9
"1290",1990,66,"107","2","15","no","no","yes",9
"1291",1894,25,"120","4","14","yes","no","no",9
"1292",1790,33,"107","2","14","no","no","yes",9
"1293",3599,66,"527","4","15","no","no","no",9
"1294",2294,50,"214","4","14","yes","no","yes",9
"1295",1899,25,"120","4","14","no","no","no",9
"1296",1944,33,"214","4","14","no","no","yes",9
"1297",2590,66,"426","8","14","no","no","yes",9
"1298",1929,66,"210","4","15","no","no","yes",9
"1299",2995,66,"540","16","14","no","no","yes",9
"1300",2544,50,"426","8","14","no","no","yes",9
"1301",1495,33,"212","4","14","no","no","yes",9
"1302",1974,25,"120","4","14","yes","no","no",9
"1303",1809,50,"210","4","15","no","no","yes",9
"1304",1895,33,"212","8","15","no","no","yes",9
"1305",2244,33,"426","8","14","no","no","yes",9
"1306",2890,33,"528","16","14","no","no","yes",9
"1307",2690,33,"528","16","14","no","no","yes",9
"1308",2194,25,"426","8","14","yes","no","yes",9
"1309",2395,33,"212","8","17","no","no","yes",9
"1310",1395,25,"170","4","15","no","no","yes",9
"1311",2199,50,"230","8","15","no","no","yes",9
"1312",1779,33,"120","4","14","no","no","no",9
"1313",2190,33,"426","8","14","no","no","yes",9
"1314",2095,33,"212","4","17","no","no","yes",9
"1315",1490,25,"107","2","15","no","no","yes",9
"1316",1859,33,"120","4","14","no","no","no",9
"1317",1994,50,"107","2","14","yes","no","yes",9
"1318",1395,25,"107","4","14","no","no","yes",9
"1319",3094,50,"528","16","14","yes","no","yes",9
"1320",1695,33,"107","2","14","no","no","yes",9
"1321",1469,33,"170","4","14","no","no","yes",9
"1322",2144,33,"214","4","14","no","no","yes",9
"1323",3789,66,"527","8","15","no","no","no",9
"1324",2044,50,"107","2","14","no","no","yes",9
"1325",2798,66,"340","8","15","yes","no","yes",9
"1326",2299,66,"120","4","14","no","no","no",9
"1327",3094,66,"245","4","14","yes","no","no",9
"1328",1944,25,"214","4","14","no","no","yes",9
"1329",1844,25,"214","4","14","no","no","yes",9
"1330",1999,66,"245","8","14","no","no","yes",9
"1331",1379,25,"212","4","14","no","no","yes",9
"1332",1799,33,"170","4","14","no","no","yes",9
"1333",2190,33,"212","8","14","yes","yes","yes",9
"1334",1890,33,"214","4","15","no","no","yes",9
"1335",2495,66,"426","8","14","no","no","yes",9
"1336",4095,66,"500","16","17","no","no","yes",9
"1337",2490,50,"426","8","15","no","no","yes",9
"1338",1659,25,"120","4","14","no","no","no",9
"1339",1899,33,"120","4","14","no","no","no",9
"1340",3899,66,"345","16","17","no","no","yes",9
"1341",2344,33,"426","8","14","no","no","yes",9
"1342",2744,25,"528","16","14","no","no","yes",9
"1343",2190,33,"426","8","15","no","no","yes",9
"1344",2248,33,"245","8","14","yes","no","yes",9
"1345",1594,25,"107","2","14","yes","no","yes",9
"1346",2744,33,"528","16","14","no","no","yes",9
"1347",2784,33,"245","8","14","yes","no","no",9
"1348",1695,25,"214","4","14","no","no","yes",9
"1349",2090,25,"426","8","14","no","no","yes",9
"1350",2144,66,"107","2","14","no","no","yes",9
"1351",2844,33,"528","16","14","no","no","yes",9
"1352",1865,25,"170","4","17","no","no","yes",9
"1353",2544,33,"426","8","14","no","no","yes",9
"1354",1549,25,"212","4","14","no","no","yes",9
"1355",2590,66,"426","8","15","no","no","yes",9
"1356",2290,66,"214","4","15","no","no","yes",9
"1357",2994,33,"528","16","14","yes","no","yes",9
"1358",1790,25,"214","4","14","no","no","yes",9
"1359",2444,66,"214","4","14","no","no","yes",9
"1360",2144,25,"426","8","14","no","no","yes",9
"1361",1399,33,"130","4","14","no","no","yes",9
"1362",2090,25,"426","8","15","no","no","yes",9
"1363",2099,33,"120","4","14","no","no","no",9
"1364",3334,66,"540","16","15","no","no","yes",9
"1365",3849,66,"450","16","15","no","no","yes",9
"1366",1449,25,"120","4","14","no","no","no",9
"1367",2469,33,"245","8","14","no","no","no",9
"1368",1644,25,"107","2","14","no","no","yes",9
"1369",2095,33,"426","8","14","no","no","yes",9
"1370",2899,50,"240","4","14","no","no","no",9
"1371",1499,66,"130","4","14","no","no","yes",9
"1372",1644,33,"107","2","14","no","no","yes",9
"1373",1279,33,"130","4","14","no","no","yes",9
"1374",2390,33,"426","8","15","no","no","yes",9
"1375",2044,33,"214","4","14","no","no","yes",9
"1376",2694,25,"528","16","14","yes","no","yes",9
"1377",2244,50,"214","4","14","no","no","yes",9
"1378",1890,50,"107","2","15","no","no","yes",9
"1379",2044,66,"107","2","14","no","no","yes",9
"1380",2699,66,"340","8","15","no","no","yes",9
"1381",1479,50,"130","4","14","no","no","yes",9
"1382",2579,33,"340","4","14","no","no","no",9
"1383",2344,33,"120","4","14","yes","no","no",9
"1384",2344,50,"214","4","14","no","no","yes",9
"1385",1990,66,"107","2","14","no","no","yes",9
"1386",2439,50,"340","8","17","no","no","yes",9
"1387",3194,66,"424","16","15","yes","yes","yes",9
"1388",2329,33,"340","8","17","no","no","yes",9
"1389",1544,25,"107","2","14","no","no","yes",9
"1390",1590,33,"107","2","15","no","no","yes",9
"1391",1894,25,"214","4","14","yes","no","yes",9
"1392",1899,33,"245","8","14","no","no","yes",9
"1393",2498,50,"230","4","14","yes","no","yes",9
"1394",2244,33,"214","4","14","no","no","yes",9
"1395",3515,66,"424","16","17","yes","no","yes",9
"1396",1599,25,"120","4","14","no","no","no",9
"1397",1369,33,"130","4","14","no","no","yes",9
"1398",2998,66,"450","8","15","yes","no","yes",9
"1399",1879,50,"170","4","14","yes","yes","yes",9
"1400",1995,25,"426","8","14","no","no","yes",9
"1401",2394,66,"214","4","14","yes","no","yes",9
"1402",1790,25,"214","4","15","no","no","yes",9
"1403",2190,50,"214","4","14","no","no","yes",9
"1404",3244,66,"528","16","14","no","no","yes",9
"1405",2390,33,"340","8","14","yes","yes","yes",9
"1406",2694,66,"426","8","14","yes","no","yes",9
"1407",2644,66,"426","8","14","no","no","yes",9
"1408",2744,66,"426","8","14","no","no","yes",9
"1409",3499,50,"450","8","15","no","no","yes",9
"1410",1395,25,"107","2","14","no","no","yes",9
"1411",2779,66,"245","4","14","no","no","no",9
"1412",2815,50,"340","8","17","no","no","yes",9
"1413",1699,66,"170","4","14","no","no","yes",9
"1414",999,33,"80","2","14","no","no","yes",9
"1415",2244,25,"426","8","14","no","no","yes",9
"1416",1599,66,"130","4","14","no","no","yes",9
"1417",2348,66,"245","8","14","yes","no","yes",9
"1418",2290,66,"214","4","14","no","no","yes",9
"1419",2794,33,"528","16","14","yes","no","yes",9
"1420",3144,66,"528","16","14","no","no","yes",9
"1421",1969,50,"340","4","14","no","no","yes",9
"1422",1744,33,"107","2","14","no","no","yes",9
"1423",2094,33,"120","4","14","yes","no","no",9
"1424",1999,33,"170","4","14","no","no","yes",9
"1425",1519,50,"130","4","14","no","no","yes",9
"1426",1799,33,"120","4","14","no","no","no",9
"1427",1795,50,"107","2","14","no","no","yes",9
"1428",1694,33,"107","2","14","yes","no","yes",9
"1429",1495,33,"107","2","14","no","no","yes",9
"1430",2195,66,"214","4","14","no","no","yes",9
"1431",1789,33,"212","4","14","no","no","yes",9
"1432",2999,33,"450","16","15","no","no","yes",9
"1433",3399,33,"450","8","15","no","no","yes",9
"1434",1844,33,"107","2","14","no","no","yes",9
"1435",3044,33,"528","16","14","no","no","yes",9
"1436",1994,33,"214","4","14","yes","no","yes",9
"1437",1295,25,"170","4","14","no","no","yes",9
"1438",2090,33,"214","4","14","no","no","yes",9
"1439",3495,66,"500","16","14","no","no","yes",9
"1440",2490,50,"426","8","14","no","no","yes",9
"1441",4999,66,"525","8","17","no","no","yes",9
"1442",1748,33,"130","4","14","yes","no","yes",9
"1443",2990,50,"528","16","15","no","no","yes",9
"1444",1590,33,"107","2","14","no","no","yes",9
"1445",3199,66,"450","8","15","no","no","yes",9
"1446",4248,66,"345","16","17","yes","no","yes",9
"1447",2190,50,"214","4","15","no","no","yes",9
"1448",2595,33,"340","8","17","no","no","yes",9
"1449",2174,33,"120","4","14","yes","no","no",9
"1450",2834,66,"426","8","15","no","no","yes",9
"1451",2944,33,"528","16","14","no","no","yes",9
"1452",1599,33,"212","4","14","no","no","yes",9
"1453",2590,25,"528","16","14","no","no","yes",9
"1454",1769,33,"170","4","14","yes","yes","yes",9
"1455",2995,66,"424","16","15","yes","no","yes",9
"1456",1848,66,"130","4","14","yes","no","yes",9
"1457",3148,66,"345","16","15","yes","no","yes",9
"1458",3595,66,"500","16","15","no","no","yes",9
"1459",2690,50,"340","8","15","yes","yes","yes",9
"1460",2495,25,"528","16","14","no","no","yes",9
"1461",2899,50,"320","8","15","no","no","yes",9
"1462",1999,33,"230","8","15","no","no","yes",9
"1463",2194,33,"214","4","14","yes","no","yes",9
"1464",3890,66,"500","16","14","yes","yes","yes",9
"1465",1690,25,"170","4","14","yes","yes","yes",9
"1466",2444,33,"426","8","14","no","no","yes",9
"1467",4104,66,"527","8","15","yes","no","no",9
"1468",2894,33,"340","4","14","yes","no","no",9
"1469",1790,33,"107","2","15","no","no","yes",9
"1470",1995,33,"340","8","14","no","no","yes",9
"1471",3194,66,"528","16","14","yes","no","yes",9
"1472",2414,33,"120","4","14","yes","no","no",9
"1473",2699,33,"240","4","14","no","no","no",9
"1474",2344,66,"214","4","14","no","no","yes",9
"1475",3814,66,"527","4","14","yes","no","no",9
"1476",2494,33,"426","8","14","yes","no","yes",9
"1477",2890,33,"528","16","15","no","no","yes",9
"1478",4048,66,"345","16","17","yes","no","yes",9
"1479",1499,25,"120","4","14","no","no","yes",9
"1480",3144,50,"528","16","14","no","no","yes",9
"1481",1795,33,"212","8","14","no","no","yes",9
"1482",3044,50,"528","16","14","no","no","yes",9
"1483",2995,66,"528","16","14","no","no","yes",9
"1484",2390,33,"426","8","14","no","no","yes",9
"1485",2799,66,"345","16","15","no","no","yes",9
"1486",2094,66,"107","2","14","yes","no","yes",9
"1487",1890,50,"107","2","14","no","no","yes",9
"1488",2999,66,"345","16","15","no","no","yes",9
"1489",2644,50,"426","8","14","no","no","yes",9
"1490",2095,50,"214","4","14","no","no","yes",9
"1491",3090,66,"528","16","15","no","no","yes",9
"1492",3090,66,"528","16","14","no","no","yes",9
"1493",3914,66,"527","4","15","yes","no","no",9
"1494",1595,33,"212","4","15","no","no","yes",9
"1495",1944,50,"107","2","14","no","no","yes",9
"1496",2690,33,"528","16","15","no","no","yes",9
"1497",2895,50,"528","16","14","no","no","yes",9
"1498",2029,33,"120","4","14","no","no","no",9
"1499",1699,33,"210","4","15","no","no","yes",9
"1500",1890,33,"214","4","14","no","no","yes",9
"1501",1894,33,"107","2","14","yes","no","yes",9
"1502",2595,33,"528","16","14","no","no","yes",9
"1503",2559,66,"340","8","17","no","no","yes",9
"1504",2095,33,"340","8","15","no","no","yes",9
"1505",1939,66,"212","4","14","no","no","yes",9
"1506",2544,33,"426","8","14","no","no","yes",10
"1507",5399,66,"1200","32","17","yes","no","yes",10
"1508",2090,33,"214","4","15","no","no","yes",10
"1509",2025,66,"340","4","15","no","no","yes",10
"1510",2195,33,"212","4","17","no","no","yes",10
"1511",2590,66,"426","8","15","no","no","yes",10
"1512",2190,50,"214","4","15","no","no","yes",10
"1513",2014,25,"212","4","14","yes","no","no",10
"1514",1709,25,"120","4","14","no","no","no",10
"1515",2344,50,"340","8","15","no","no","yes",10
"1516",2395,50,"426","8","14","no","no","yes",10
"1517",3904,66,"527","8","15","yes","no","no",10
"1518",1644,33,"107","2","14","no","no","yes",10
"1519",2190,33,"426","8","14","no","no","yes",10
"1520",2744,66,"426","8","14","no","no","yes",10
"1521",1790,33,"212","4","14","yes","yes","yes",10
"1522",3634,66,"527","4","15","yes","no","no",10
"1523",2095,33,"426","8","14","no","no","yes",10
"1524",1299,25,"120","4","14","yes","no","yes",10
"1525",3385,66,"1370","8","14","no","no","yes",10
"1526",1844,33,"107","2","14","no","no","yes",10
"1527",1395,33,"212","4","14","no","no","yes",10
"1528",2744,25,"528","16","14","no","no","yes",10
"1529",2144,25,"426","8","14","no","no","yes",10
"1530",2295,33,"426","8","14","no","no","yes",10
"1531",1995,33,"214","4","14","no","no","yes",10
"1532",1539,25,"120","4","14","no","no","no",10
"1533",2645,66,"340","8","17","no","no","yes",10
"1534",2090,25,"426","8","14","no","no","yes",10
"1535",2999,66,"340","4","15","no","no","yes",10
"1536",1899,25,"120","4","14","no","no","no",10
"1537",1649,25,"120","4","14","no","no","no",10
"1538",1699,66,"170","4","14","no","no","yes",10
"1539",1395,25,"107","2","14","no","no","yes",10
"1540",1769,33,"170","4","14","yes","yes","yes",10
"1541",1894,25,"214","4","14","yes","no","yes",10
"1542",1599,33,"212","4","14","no","no","yes",10
"1543",2565,33,"340","8","17","no","no","yes",10
"1544",2899,50,"240","4","14","no","no","no",10
"1545",1694,33,"107","2","14","yes","no","yes",10
"1546",2375,66,"340","8","15","no","no","yes",10
"1547",2344,66,"214","4","14","no","no","yes",10
"1548",1594,25,"107","2","14","yes","no","yes",10
"1549",1995,25,"426","8","14","no","no","yes",10
"1550",2749,33,"340","4","15","no","no","yes",10
"1551",2225,66,"340","8","15","no","no","yes",10
"1552",1999,33,"340","8","14","yes","no","yes",10
"1553",1994,50,"240","4","15","no","no","yes",10
"1554",1994,33,"214","4","14","yes","no","yes",10
"1555",2364,33,"212","4","14","yes","no","no",10
"1556",2795,33,"528","16","14","no","no","yes",10
"1557",1595,33,"212","4","14","no","no","yes",10
"1558",2590,25,"528","16","14","no","no","yes",10
"1559",2165,33,"340","8","15","yes","no","yes",10
"1560",2495,66,"426","8","14","no","no","yes",10
"1561",2390,33,"340","8","14","yes","yes","yes",10
"1562",2090,25,"426","8","15","no","no","yes",10
"1563",2374,33,"120","4","14","yes","no","no",10
"1564",2244,33,"214","4","14","no","no","yes",10
"1565",2498,50,"340","8","15","yes","no","yes",10
"1566",2329,33,"340","8","17","no","no","yes",10
"1567",2595,33,"528","16","14","no","no","yes",10
"1568",2290,66,"214","4","15","no","no","yes",10
"1569",2495,66,"340","8","15","yes","no","yes",10
"1570",2190,50,"214","4","14","no","no","yes",10
"1571",2459,33,"340","4","14","no","no","no",10
"1572",1395,25,"107","4","14","no","no","yes",10
"1573",2390,33,"426","8","15","no","no","yes",10
"1574",1599,25,"120","4","14","no","no","no",10
"1575",2644,50,"426","8","14","no","no","yes",10
"1576",1695,25,"214","4","14","no","no","yes",10
"1577",2095,66,"340","4","15","no","no","yes",10
"1578",2144,66,"107","2","14","no","no","yes",10
"1579",2699,66,"245","8","15","yes","no","yes",10
"1580",2595,33,"340","8","17","no","no","yes",10
"1581",1990,66,"107","2","14","no","no","yes",10
"1582",1499,25,"120","4","14","no","no","yes",10
"1583",1944,25,"214","4","14","no","no","yes",10
"1584",1999,66,"170","4","14","yes","yes","yes",10
"1585",2244,50,"214","4","14","no","no","yes",10
"1586",2294,33,"426","8","14","yes","no","yes",10
"1587",3015,66,"340","8","17","yes","no","yes",10
"1588",2699,66,"245","8","15","yes","no","yes",10
"1589",2499,33,"250","8","15","yes","no","yes",10
"1590",3144,66,"528","16","14","no","no","yes",10
"1591",1799,33,"230","4","14","no","no","yes",10
"1592",2290,66,"214","4","14","no","no","yes",10
"1593",1949,50,"340","4","14","no","no","yes",10
"1594",2395,50,"340","4","17","no","no","yes",10
"1595",1929,66,"210","4","15","no","no","yes",10
"1596",1799,33,"120","4","14","no","no","no",10
"1597",3899,66,"540","16","17","yes","no","yes",10
"1598",3334,66,"528","16","15","no","no","yes",10
"1599",2795,66,"545","8","14","no","no","yes",10
"1600",1469,33,"170","4","14","no","no","yes",10
"1601",2439,50,"340","8","17","no","no","yes",10
"1602",1644,25,"107","2","14","no","no","yes",10
"1603",2444,33,"426","8","14","no","no","yes",10
"1604",2249,33,"230","4","15","no","no","yes",10
"1605",3044,50,"528","16","14","no","no","yes",10
"1606",2494,33,"426","8","14","yes","no","yes",10
"1607",1789,33,"120","4","14","no","no","no",10
"1608",2990,50,"528","16","15","no","no","yes",10
"1609",1944,33,"107","2","14","no","no","yes",10
"1610",2090,33,"214","4","14","no","no","yes",10
"1611",3135,33,"1370","8","14","no","no","yes",10
"1612",1995,33,"340","8","15","no","no","yes",10
"1613",1790,25,"214","4","15","no","no","yes",10
"1614",3315,66,"545","8","17","no","no","yes",10
"1615",1790,25,"214","4","14","no","no","yes",10
"1616",1925,33,"250","4","15","no","no","yes",10
"1617",2705,66,"545","8","15","no","no","yes",10
"1618",3144,50,"528","16","14","no","no","yes",10
"1619",1890,50,"107","2","15","no","no","yes",10
"1620",2694,66,"426","8","14","yes","no","yes",10
"1621",2044,33,"170","4","15","yes","yes","yes",10
"1622",1925,66,"340","4","14","no","no","yes",10
"1623",2559,66,"340","8","17","no","no","yes",10
"1624",1295,25,"170","4","14","no","no","yes",10
"1625",2590,25,"528","16","15","no","no","yes",10
"1626",2095,50,"214","4","14","no","no","yes",10
"1627",2104,33,"120","4","14","yes","no","no",10
"1628",2644,66,"426","8","14","no","no","yes",10
"1629",2644,25,"528","16","14","no","no","yes",10
"1630",1990,66,"107","2","15","no","no","yes",10
"1631",2149,66,"340","4","14","no","no","yes",10
"1632",2449,50,"230","4","15","no","no","yes",10
"1633",2294,50,"214","4","14","yes","no","yes",10
"1634",1944,33,"214","4","14","no","no","yes",10
"1635",1544,25,"170","4","15","no","no","yes",10
"1636",1699,33,"210","4","15","no","no","yes",10
"1637",1995,33,"340","8","14","no","no","yes",10
"1638",3319,66,"527","4","15","no","no","no",10
"1639",3244,66,"528","16","14","no","no","yes",10
"1640",2299,66,"120","4","14","no","no","no",10
"1641",1590,33,"107","2","15","no","no","yes",10
"1642",2774,33,"340","4","14","yes","no","no",10
"1643",3589,66,"527","8","15","no","no","no",10
"1644",2495,25,"528","16","14","no","no","yes",10
"1645",1809,50,"210","4","15","no","no","yes",10
"1646",1519,50,"130","4","14","no","no","yes",10
"1647",1299,25,"170","4","14","no","no","yes",10
"1648",1395,25,"170","4","14","no","no","yes",10
"1649",1785,33,"340","4","15","no","no","yes",10
"1650",2194,33,"214","4","14","yes","no","yes",10
"1651",999,33,"80","2","14","no","no","yes",10
"1652",3065,33,"545","8","17","no","no","yes",10
"1653",1845,50,"240","4","14","no","no","yes",10
"1654",3044,33,"528","16","14","no","no","yes",10
"1655",2690,33,"528","16","14","no","no","yes",10
"1656",2099,33,"120","4","14","no","no","no",10
"1657",1699,25,"212","4","14","no","no","no",10
"1658",1964,25,"120","4","14","yes","no","no",10
